Textbox9
"Año: 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"

Año,Mes_Ordenado,Día,Textbox17,Capacidad_Efectiva_Neta,Textbox26,Generación,Textbox13,Textbox15,Textbox16,Capacidad_Efectiva_Neta1,Generación1
2001,10-Octubre,2,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,051",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,3,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"127,103",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,4,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,688",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,5,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"127,207",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,6,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"119,618",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,7,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"104,238",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,8,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,566",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,9,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,835",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,10,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,184",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,11,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,683",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,12,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,105",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,13,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"119,763",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,14,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"104,480",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,15,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"104,677",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,16,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"123,569",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,17,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,322",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,18,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,164",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,19,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,090",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,20,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"117,385",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,21,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"101,531",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,22,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"121,524",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,23,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,993",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,24,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"123,991",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,25,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,036",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,26,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,674",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,27,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"117,485",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,28,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"103,462",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,29,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"122,072",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,30,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,003",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,10-Octubre,31,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"122,101",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,1,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"121,819",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,2,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"121,821",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,3,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"115,223",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,4,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"102,991",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,5,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"105,525",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,6,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"123,519",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,7,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,000",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,8,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,862",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,9,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,832",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,10,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"118,593",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,11,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"105,879",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,12,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"106,388",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,13,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,212",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,14,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,380",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,15,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,211",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,16,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,480",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,17,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"118,761",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,18,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"105,897",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,19,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"123,284",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,20,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,278",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,21,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,258",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,22,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,008",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,23,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,871",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,24,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"119,425",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,25,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"105,888",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,26,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"123,576",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,27,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"125,909",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,28,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,427",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,29,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,544",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,11-Noviembre,30,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,060",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,1,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"118,278",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,2,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"105,302",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,3,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"124,086",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,4,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"126,500",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,5,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"128,977",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,6,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"130,688",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,7,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"128,920",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,8,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"114,189",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,9,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"110,511",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,10,Capacidad Efectiva Neta (MV),"13.158,670",Generación (GWh),"130,343",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,11,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"132,904",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,12,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"134,507",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,13,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"131,008",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,14,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"131,227",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,15,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"124,380",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,16,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"112,744",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,17,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"129,792",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,18,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"131,436",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,19,Capacidad Efectiva Neta (MV),"13.158,750",Generación (GWh),"130,353",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,20,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"129,014",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,21,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"128,044",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,22,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"120,483",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,23,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"111,254",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,24,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"115,309",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,25,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"99,209",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,26,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"119,376",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,27,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"121,085",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,28,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"121,161",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,29,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"116,810",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,30,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"107,075",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2001,12-Diciembre,31,Capacidad Efectiva Neta (MV),"13.160,230",Generación (GWh),"110,016",Total 2001,"13.160,230","43.047,723","19.326,117","1.179.405,046"
2000,01-Enero,1,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"87,924",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,2,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"88,754",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,3,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"105,884",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,4,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"109,207",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,5,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"109,069",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,6,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"110,268",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,7,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"110,459",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,8,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"103,903",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,9,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"90,875",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,10,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"92,733",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,11,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"110,073",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,12,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"113,071",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,13,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"113,283",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,14,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"113,889",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,15,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"107,445",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,16,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"93,948",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,17,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"105,721",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,18,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"110,882",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,19,Capacidad Efectiva Neta (MV),"11.806,970",Generación (GWh),"112,174",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,20,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"115,610",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,21,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"115,228",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,22,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"108,954",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,23,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"95,446",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,24,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"114,531",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,25,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"116,482",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,26,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"117,392",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,27,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"116,359",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,28,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"116,671",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,29,Capacidad Efectiva Neta (MV),"11.802,970",Generación (GWh),"110,358",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,30,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"97,165",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,01-Enero,31,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"114,259",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,1,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,275",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,2,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"114,629",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,3,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"114,557",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,4,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,294",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,5,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"107,870",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,6,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"94,614",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,7,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"113,826",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,8,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"116,626",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,9,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,275",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,10,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"118,248",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,11,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,443",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,12,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"109,904",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,13,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"97,196",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,14,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,831",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,15,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,660",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,16,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,283",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,17,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,627",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,18,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"116,818",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,19,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"109,395",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,20,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"95,982",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,21,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,242",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,22,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,110",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,23,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,845",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,24,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"117,993",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,25,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,995",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,26,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"108,769",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,27,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"95,791",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,28,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"112,706",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,02-Febrero,29,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,588",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,1,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,973",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,2,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"116,901",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,3,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"115,702",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,4,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"107,731",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,5,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"95,642",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,6,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"113,762",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,7,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"114,589",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,8,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"116,284",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,9,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"116,884",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,10,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"116,615",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,11,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"109,290",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,12,Capacidad Efectiva Neta (MV),"11.885,970",Generación (GWh),"95,985",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,13,Capacidad Efectiva Neta (MV),"11.968,970",Generación (GWh),"115,768",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,14,Capacidad Efectiva Neta (MV),"11.968,970",Generación (GWh),"117,867",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
2000,03-Marzo,15,Capacidad Efectiva Neta (MV),"11.968,970",Generación (GWh),"117,286",Total 2000,"12.736,670","41.278,096","19.326,117","1.179.405,046"
